"Narration","Date","Description","Account Code","Line Amount","Tax Rate","Tax Amount","Line Amount Types","tracking 1 Name","tracking 1 Option","tracking 2 Name","tracking 2 Option","Status","Trans #"
"PV202408002","29/08/2024",".","9999",-122320.81,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202408002","29/08/2024",".","9999",-2220.94,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202409001","09/09/2024",".","9999",-81240.54,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202409001","09/09/2024",".","9999",-2208.36,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202409001","09/09/2024",".","7111101",-7221.47,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202409001","09/09/2024",".","9999",90670.38,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202409001","09/09/2024",".","5191103",-0.01,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"RV202409001","25/09/2024",".","9999",-3422697.42,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"RV202409001","25/09/2024",".","9999",3281020,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"RV202409001","25/09/2024",".","9999",-500,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"RV202409001","25/09/2024",".","9999",142177.42,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202409002","26/09/2024",".","9999",-297786.03,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202409002","26/09/2024",".","9999",-2135.16,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202409002","26/09/2024",".","7111101",-37126.99,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202409002","26/09/2024",".","9999",337048.17,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202409002","26/09/2024",".","5191103",0.01,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202409003","01/10/2024",".","9999",-2210908.68,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202409003","01/10/2024",".","9999",-2120.92,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202409003","01/10/2024",".","7111101",-84596.42,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202409003","01/10/2024",".","9999",2297626.02,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202410001","01/10/2024",".","9999",-117966.87,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202410001","01/10/2024",".","9999",-2203.23,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202410001","01/10/2024",".","7111102",3848.76,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202410001","01/10/2024",".","9999",116321.35,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202410001","01/10/2024",".","5191103",-0.01,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"RV202410001","25/10/2024",".","9999",-3552909.59,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"RV202410001","25/10/2024",".","9999",3389580,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"RV202410001","25/10/2024",".","9999",-500,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"RV202410001","25/10/2024",".","9999",163829.59,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202410002","28/10/2024",".","9999",-2257979.01,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202410002","28/10/2024",".","9999",-2206.54,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202410002","28/10/2024",".","7111102",58298.62,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202410002","28/10/2024",".","9999",2201886.93,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202411001","29/11/2024",".","9999",-821747.51,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202411001","29/11/2024",".","9999",-2239.26,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202411001","29/11/2024",".","7111102",15211.09,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202411001","29/11/2024",".","9999",1030502.15,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202411001","29/11/2024",".","9999",-118985.13,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202411001","29/11/2024",".","9999",-2239.26,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202411001","29/11/2024",".","9999",-102145.88,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202411001","29/11/2024",".","7111102",1643.81,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202411001","29/11/2024",".","5191103",-0.01,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"RV202412001","20/12/2024",".","9999",499.25,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"RV202412001","20/12/2024",".","4200001",-499.25,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"RV202412001","20/12/2024",".","1131103",74.89,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"RV202412001","20/12/2024",".","9999",-74.89,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412001","24/12/2024",".","9999",-935,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412001","24/12/2024",".","5121105",162,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412001","24/12/2024",".","5131112",550,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412001","24/12/2024",".","5111105",223,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412002","24/12/2024",".","9999",-225,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412002","24/12/2024",".","1131101",-375,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412002","24/12/2024",".","1161104",300,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412002","24/12/2024",".","1161104",300,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"RV202412002","25/12/2024",".","9999",-492.25,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"RV202412002","25/12/2024",".","9999",-4.81,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"RV202412002","25/12/2024",".","9999",497.06,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412003","25/12/2024",".","9999",-1119067.81,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412003","25/12/2024",".","9999",-2232.82,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412003","25/12/2024",".","7111102",16417.8,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412003","25/12/2024",".","9999",1222259.16,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412003","25/12/2024",".","9999",-115143.51,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412003","25/12/2024",".","9999",-2232.82,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412004","30/12/2024",".","9999",-250683.25,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412004","30/12/2024",".","9999",-2219.5,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412004","30/12/2024",".","7111102",1853.84,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412004","30/12/2024",".","9999",251048.9,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"PV202412004","30/12/2024",".","5191103",0.01,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"JV202412001","31/12/2024",".","9999",-8000,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"JV202412001","31/12/2024",".","5171101",8000,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"JV202412002","31/12/2024",".","9999",-1629123.8,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"JV202412002","31/12/2024",".","3000",1629123.8,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"JV202412003","31/12/2024",".","9999",-30731490,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"JV202412003","31/12/2024",".","1122103",30731490,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"JV202412004","31/12/2024",".","9999",1348935.55,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"JV202412004","31/12/2024",".","9999",-16244.16,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"JV202412004","31/12/2024",".","7111101",-1332691.39,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"JV202412005","31/12/2024",".","5181106",621.8,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"JV202412005","31/12/2024",".","1131103",-621.8,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"JV202412005","31/12/2024",".","5181106",162.69,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"JV202412005","31/12/2024",".","1131103",-162.69,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"JV202412006","31/12/2024",".","9999",30265634.19,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
"JV202412006","31/12/2024",".","1122103",-30265634.19,"BAS Excluded","","Exclusive",,"","","","DRAFT",""
