"*ContactName","EmailAddress","POAddressLine1","POAddressLine2","POAddressLine3","POAddressLine4","POCity","PORegion","POPostalCode","POCountry","*InvoiceNumber","Reference","*InvoiceDate","*DueDate","InventoryItemCode","*Description","*Quantity","*UnitAmount","Discount","*AccountCode","*TaxType","TaxAmount","TrackingName1","TrackingOption1","TrackingName2","TrackingOption2","Currency","BrandingTheme","Status","LineAmountTypes"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W38762","10,505","06/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W38762_10,505","10,505","06/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W38762_10,505","10,505","06/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W38762_10,505","10,505","06/08/2024","31/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"0300 Cash Sales - COD",,,,,,,,,,"W38879","10,506","13/08/2024","13/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W38879_10,506","10,506","13/08/2024","13/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W38879_10,506","10,506","13/08/2024","13/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W38879_10,506","10,506","13/08/2024","13/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W38879_10,506","10,506","13/08/2024","13/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"0300 Cash Sales - COD",,,,,,,,,,"W38879_10,506","10,506","13/08/2024","13/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W38879_10,506","10,506","13/08/2024","31/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W38880","10,507","20/08/2024","19/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W38880_10,507","10,507","20/08/2024","19/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W38880_10,507","10,507","20/08/2024","31/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W38914","10,528","20/08/2024","19/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W38914_10,528","10,528","20/08/2024","19/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W38914_10,528","10,528","20/08/2024","19/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W38914_10,528","10,528","20/08/2024","31/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"0300 Cash Sales - COD",,,,,,,,,,"M38882","10,519","28/08/2024","28/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"0300 Cash Sales - COD",,,,,,,,,,"M38882_10,519","10,519","28/08/2024","28/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"M38882_10,519","10,519","28/08/2024","31/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W38953","10,524","31/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W38953_10,524","10,524","31/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W38953_10,524","10,524","31/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W38953_10,524","10,524","31/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W38953_10,524","10,524","31/08/2024","31/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W38951","10,525","31/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W38951_10,525","10,525","31/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W38951_10,525","10,525","31/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W38951_10,525","10,525","31/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W38951_10,525","10,525","31/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W38951_10,525","10,525","31/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W38951_10,525","10,525","31/08/2024","31/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W38952","10,526","31/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W38952_10,526","10,526","31/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W38952_10,526","10,526","31/08/2024","31/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL SUPPLIES",,,,,,,,,,"M39039","10,566","31/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL SUPPLIES",,,,,,,,,,"M39039_10,566","10,566","31/08/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"M39039_10,566","10,566","31/08/2024","31/08/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"M38998","10,534","10/09/2024","10/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"M38998_10,534","10,534","10/09/2024","10/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"M38998_10,534","10,534","10/09/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"M39036","10,544","17/09/2024","17/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"M39036_10,544","10,544","17/09/2024","17/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"M39036_10,544","10,544","17/09/2024","17/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"M39036_10,544","10,544","17/09/2024","17/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"M39036_10,544","10,544","17/09/2024","17/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"M39036_10,544","10,544","17/09/2024","17/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"M39036_10,544","10,544","17/09/2024","17/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"M39036_10,544","10,544","17/09/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL SUPPLIES",,,,,,,,,,"M39040","10,567","30/09/2024","30/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL SUPPLIES",,,,,,,,,,"M39040_10,567","10,567","30/09/2024","30/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"M39040_10,567","10,567","30/09/2024","30/09/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39037","10,545","01/10/2024","30/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39037_10,545","10,545","01/10/2024","30/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W39037_10,545","10,545","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W39081_10,568","10,568","01/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39125","10,573","08/10/2024","07/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39125_10,573","10,573","08/10/2024","07/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W39125_10,573","10,573","08/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W39082","10,569","10/10/2024","30/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W39082_10,569","10,569","10/10/2024","30/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W39082_10,569","10,569","10/10/2024","30/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W39082_10,569","10,569","10/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W39175","10,575","17/10/2024","16/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W39175_10,575","10,575","17/10/2024","16/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W39175_10,575","10,575","17/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W39220","10,581","22/10/2024","30/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W39220_10,581","10,581","22/10/2024","30/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W39220_10,581","10,581","22/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL SUPPLIES",,,,,,,,,,"M39222","10,586","31/10/2024","30/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL SUPPLIES",,,,,,,,,,"M39222_10,586","10,586","31/10/2024","30/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"M39222_10,586","10,586","31/10/2024","31/10/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W39308","10,596","05/11/2024","05/12/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W39308_10,596","10,596","05/11/2024","05/12/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W39308_10,596","10,596","05/11/2024","30/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W39402","10,597","19/11/2024","19/12/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W39402_10,597","10,597","19/11/2024","19/12/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W39402_10,597","10,597","19/11/2024","30/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W39451","10,602","30/11/2024","31/12/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W39451_10,602","10,602","30/11/2024","31/12/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1350 MILLEEN CONSTRUCTIONS PTY LTD",,,,,,,,,,"W39451_10,602","10,602","30/11/2024","31/12/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W39451_10,602","10,602","30/11/2024","30/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL SUPPLIES",,,,,,,,,,"M39642","10,632","30/11/2024","30/12/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL SUPPLIES",,,,,,,,,,"M39642_10,632","10,632","30/11/2024","30/12/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"M39642_10,632","10,632","30/11/2024","30/11/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39584","10,625","18/12/2024","17/01/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39584_10,625","10,625","18/12/2024","17/01/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W39584_10,625","10,625","18/12/2024","31/12/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39641","10,627","31/12/2024","31/01/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39641_10,627","10,627","31/12/2024","31/01/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W39641_10,627","10,627","31/12/2024","31/12/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL SUPPLIES",,,,,,,,,,"M39643","10,633","31/12/2024","30/01/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL SUPPLIES",,,,,,,,,,"M39643_10,633","10,633","31/12/2024","30/01/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"M39643_10,633","10,633","31/12/2024","31/12/2024",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39772","10,645","28/01/2025","27/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39772_10,645","10,645","28/01/2025","27/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W39772_10,645","10,645","28/01/2025","31/01/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL SUPPLIES",,,,,,,,,,"M40104","10,722","31/01/2025","02/03/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL SUPPLIES",,,,,,,,,,"M40104_10,722","10,722","31/01/2025","02/03/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"M40104_10,722","10,722","31/01/2025","31/01/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"0300 Cash Sales - COD",,,,,,,,,,"W39931","10,698","18/02/2025","18/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39931_10,698","10,698","18/02/2025","18/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39931_10,698","10,698","18/02/2025","18/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39931_10,698","10,698","18/02/2025","18/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39931_10,698","10,698","18/02/2025","18/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39931_10,698","10,698","18/02/2025","18/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39931_10,698","10,698","18/02/2025","18/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39931_10,698","10,698","18/02/2025","18/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39931_10,698","10,698","18/02/2025","18/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39931_10,698","10,698","18/02/2025","18/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39931_10,698","10,698","18/02/2025","18/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39931_10,698","10,698","18/02/2025","18/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W39931_10,698","10,698","18/02/2025","28/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39981","10,700","28/02/2025","30/03/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39981_10,700","10,700","28/02/2025","30/03/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL",,,,,,,,,,"W39981_10,700","10,700","28/02/2025","30/03/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"W39981_10,700","10,700","28/02/2025","28/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL SUPPLIES",,,,,,,,,,"M40105","10,723","28/02/2025","30/03/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"1302 MACKA'S SAND & SOIL SUPPLIES",,,,,,,,,,"M40105_10,723","10,723","28/02/2025","30/03/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
"Australian Taxation Office",,,,,,,,,,"M40105_10,723","10,723","28/02/2025","28/02/2025",,".",1,,,"9999","BAS Excluded",,,,,,,,"DRAFT","Exclusive"
